looptime,ax,ay,az,gx,gy,gz,baro_temp,baro_pressure
502028,-0.09,-0.05,-1.02,0.28,-0.03,0.03,29.94,96726.99
502065,-0.09,-0.06,-1.01,-0.02,0.4,0.02,29.95,96728.68
502102,-0.1,-0.06,-1.01,0.16,-0.15,0.05,29.95,96728.68
502138,-0.09,-0.05,-1.02,0.18,-0.04,-0.09,29.94,96724.97
502191,-0.09,-0.06,-1.02,-0.01,0.05,0.02,29.94,96724.97
502230,-0.1,-0.06,-1.02,0.22,0,-0.3,29.94,96724.83
502266,-0.09,-0.06,-1.01,0.53,0.29,-0.03,29.95,96726.22
502319,-0.1,-0.05,-1.02,0.27,0.18,0.05,29.95,96726.22
502360,-0.09,-0.05,-1.01,0.06,0.17,0.05,29.95,96727.19
502398,-0.09,-0.05,-1.02,0.15,-0.04,-0.03,29.95,96726.42
502434,-0.1,-0.05,-1.02,0.13,0.29,0.08,29.95,96726.42
502469,-0.1,-0.05,-1.02,0.18,0.08,-0.1,29.95,96724.2
502509,-0.09,-0.05,-1.02,0.16,0.08,0.08,29.95,96724.2
502551,-0.1,-0.06,-1.02,0.3,0.11,-0.03,29.95,96726.06
502587,-0.1,-0.06,-1.02,-0.02,0.2,-0.09,29.95,96724.27
502625,-0.1,-0.05,-1.01,0.44,0.06,0.02,29.95,96724.27
502663,-0.09,-0.05,-1.02,-0.04,0.03,0.02,29.95,96725.6
502700,-0.09,-0.05,-1.02,0.06,-0.04,-0.24,29.95,96725.6
502735,-0.09,-0.06,-1.01,0.16,0.08,0.02,29.95,96724.27
502772,-0.1,-0.05,-1.02,0.19,0.05,-0.01,29.95,96724.27
502810,-0.09,-0.05,-1.02,0.15,0,0.14,29.96,96726.29
502851,-0.09,-0.06,-1.01,0.38,-0.09,0.05,29.96,96728.32
502888,-0.09,-0.05,-1.02,0.36,0.28,-0.06,29.96,96728.32
502925,-0.09,-0.05,-1.02,0.16,0.09,-0.12,29.95,96725.43
502962,-0.1,-0.05,-1.02,0.24,-0.03,-0.21,29.95,96725.43
502999,-0.09,-0.05,-1.02,0.36,-0.01,-0.09,29.95,96725.6
503035,-0.1,-0.06,-1.01,0.09,0.2,0.03,29.95,96725.6
503072,-0.09,-0.05,-1.02,0.18,0.2,-0.1,29.96,96726.32
503109,-0.1,-0.05,-1.02,0.44,-0.04,0.08,29.96,96726.32
503146,-0.09,-0.05,-1.01,0.18,0.02,-0.03,29.95,96726.6
503188,-0.09,-0.05,-1.01,0.13,0.05,-0.18,29.96,96725.67
503223,-0.1,-0.05,-1.02,0.12,-0.04,-0.12,29.96,96725.67
503260,-0.1,-0.06,-1.03,0.04,-0.04,-0.1,29.95,96725.43
503299,-0.09,-0.05,-1.02,0.38,0.08,0.13,29.95,96725.43
503335,-0.1,-0.05,-1.02,0.01,-0.03,-0.06,29.95,96727.08
503370,-0.09,-0.06,-1.02,0.44,-0.03,-0.16,29.95,96727.08
503407,-0.09,-0.05,-1.01,0.25,-0.06,-0.01,29.95,96725.69
503446,-0.09,-0.05,-1.01,0.3,0.05,-0.12,29.96,96727.96
503486,-0.1,-0.05,-1.02,0.15,0.05,-0.07,29.96,96727.96
503522,-0.09,-0.05,-1.02,0.42,0.08,0.03,29.96,96725.46
503561,-0.09,-0.05,-1.02,-0.01,-0.17,0.17,29.96,96725.46
503599,-0.09,-0.05,-1.02,0.16,0.35,-0.13,29.95,96726.1
503633,-0.1,-0.05,-1.02,-0.07,0.4,0.03,29.95,96725.77
503669,-0.09,-0.05,-1.02,-0.04,0.35,-0.29,29.95,96725.77
503708,-0.09,-0.05,-1.02,0.36,-0.01,-0.03,29.95,96724.6
503746,-0.09,-0.06,-1.02,-0.02,-0.27,-0.23,29.95,96724.6
503782,-0.09,-0.06,-1.02,0.1,-0.03,-0.19,29.95,96725.43
503836,-0.09,-0.05,-1.02,0.32,0.41,-0.06,29.96,96725.33
503874,-0.09,-0.05,-1.02,0.19,0.06,-0.19,29.96,96725.33
503910,-0.09,-0.06,-1.02,0.19,-0.2,-0.01,29.96,96725.3
503947,-0.09,-0.05,-1.02,-0.11,-0.37,-0.23,29.96,96725.3
503987,-0.09,-0.05,-1.02,0.07,0.06,-0.06,29.96,96724.96
504024,-0.1,-0.06,-1.02,0.13,0.11,-0.13,29.96,96724.96
504059,-0.09,-0.06,-1.02,0.1,0.43,0.03,29.96,96726.99
504096,-0.1,-0.06,-1.02,0.09,-0.2,-0.09,29.96,96724.33
504139,-0.1,-0.05,-1.02,0.25,-0.18,0.02,29.96,96724.33
504175,-0.09,-0.06,-1.02,0.12,0.08,0.03,29.95,96722.91
504211,-0.09,-0.05,-1.01,0.1,0,-0.23,29.95,96722.91
504249,-0.09,-0.05,-1.02,0.19,-0.24,0.07,29.95,96725.39
504287,-0.09,-0.06,-1.02,0.19,-0.17,-0.01,29.95,96725.39
504323,-0.09,-0.05,-1.02,0.24,-0.4,-0.13,29.96,96724.3
504358,-0.1,-0.05,-1.02,0.24,-0.18,-0.1,29.96,96724.66
504397,-0.1,-0.06,-1.02,0.22,0.14,-0.1,29.96,96724.66
504435,-0.09,-0.05,-1.02,-0.13,0.2,0.03,29.96,96724.17
504474,-0.1,-0.05,-1.01,0.16,0.15,-0.09,29.96,96724.17
504511,-0.09,-0.05,-1.02,0.28,0.14,-0.07,29.96,96725.3
504550,-0.09,-0.06,-1.01,0.42,0.05,0.17,29.96,96725.3
504586,-0.09,-0.05,-1.02,0.13,-0.09,0,29.96,96724.8
504622,-0.1,-0.05,-1.03,0.28,-0.24,-0.03,29.96,96725.17
504658,-0.09,-0.05,-1.01,0.16,-0.04,0.22,29.96,96725.17
504697,-0.1,-0.05,-1.01,0.39,0,0.03,29.96,96725.13
504733,-0.09,-0.05,-1.02,0.03,0.02,-0.12,29.96,96725.13
504774,-0.09,-0.06,-1.01,0.25,0.02,-0.16,29.96,96723.3
504811,-0.1,-0.05,-1.02,0.04,0,-0.12,29.96,96723.3
504848,-0.09,-0.05,-1.02,0.25,0.14,-0.15,29.95,96723.77
504885,-0.09,-0.05,-1.02,-0.04,0.15,0,29.96,96726.16
504922,-0.09,-0.05,-1.01,0.13,0.08,0.11,29.96,96726.16
504958,-0.09,-0.05,-1.02,0.24,0.14,-0.01,29.95,96725.77
504995,-0.09,-0.05,-1.02,0.13,-0.14,-0.06,29.95,96725.77
505032,-0.09,-0.05,-1.02,0.32,0.17,-0.03,29.96,96724.21
505069,-0.09,-0.06,-1.02,0.44,0.2,0.08,29.96,96724.21
505110,-0.09,-0.05,-1.02,0.13,-0.12,0.07,29.96,96725.8
505147,-0.09,-0.05,-1.01,0.24,-0.2,0.02,29.96,96723.8
505186,-0.09,-0.05,-1.02,0.09,0.38,-0.12,29.96,96723.8
505223,-0.09,-0.05,-1.03,0.22,-0.11,-0.16,29.96,96725.96
505259,-0.09,-0.05,-1.02,0.01,0.05,-0.12,29.96,96725.96
505295,-0.09,-0.06,-1.02,-0.1,-0.03,-0.12,29.96,96723.17
505334,-0.09,-0.06,-1.02,0.25,-0.15,-0.07,29.96,96723.17
505371,-0.09,-0.05,-1.02,0.24,-0.09,-0.04,29.96,96725.36
505410,-0.09,-0.06,-1.02,-0.04,0.14,-0.13,29.97,96726.07
505449,-0.09,-0.05,-1.02,0.41,0.15,0,29.97,96726.07
505486,-0.09,-0.05,-1.02,0.19,-0.12,-0.07,29.97,96724.24
505522,-0.09,-0.06,-1.02,0.22,-0.2,-0.03,29.97,96724.24
505558,-0.1,-0.05,-1.02,-0.02,-0.08,-0.27,29.96,96724.67
505596,-0.09,-0.06,-1.02,0.1,-0.09,-0.01,29.96,96724.67
505634,-0.09,-0.05,-1.01,-0.02,0,0.02,29.97,96723.07
505669,-0.09,-0.06,-1.02,0.22,0,0.08,29.96,96726.83
505705,-0.09,-0.06,-1.02,-0.01,0.2,-0.07,29.96,96726.83
505748,-0.09,-0.05,-1.02,-0.01,0.09,0,29.97,96725.57
505785,-0.09,-0.05,-1.02,0.01,-0.14,0,29.97,96725.57
505821,-0.09,-0.05,-1.02,0.22,0.18,-0.1,29.97,96725.89
505858,-0.1,-0.06,-1.02,0.21,-0.03,-0.23,29.97,96725.89
505895,-0.09,-0.06,-1.02,0.07,0.11,-0.19,29.97,96724.8
505932,-0.1,-0.05,-1.01,0.12,-0.15,-0.24,29.97,96726.3
505968,-0.09,-0.05,-1.01,0.19,-0.06,-0.09,29.97,96726.3
506006,-0.09,-0.06,-1.01,0.1,0.06,0.02,29.97,96725.07
506047,-0.09,-0.05,-1.02,0.24,0.15,-0.01,29.97,96725.07
506084,-0.1,-0.06,-1.02,-0.01,0.31,-0.36,29.97,96727.58
506122,-0.09,-0.05,-1.02,0.13,0.08,0.05,29.97,96727.58
506158,-0.1,-0.06,-1.02,-0.05,0.06,-0.03,29.97,96726.3
506196,-0.09,-0.05,-1.02,0.38,0,-0.06,29.98,96727.55
506245,-0.09,-0.05,-1.02,0.27,0.14,0.17,29.98,96727.55
506280,-0.09,-0.06,-1.02,0.39,0.09,0.02,29.98,96727.49
506315,-0.1,-0.05,-1.02,-0.13,0.09,0.05,29.98,96727.49
506355,-0.09,-0.06,-1.01,0.18,0.11,0.03,29.98,96726.5
506397,-0.09,-0.05,-1.02,-0.04,0.05,-0.1,29.97,96725.63
506434,-0.09,-0.05,-1.02,-0.13,-0.01,-0.23,29.97,96725.63
506489,-0.09,-0.05,-1.02,0.22,-0.06,-0.24,29.97,96723.64
506528,-0.09,-0.05,-1.02,-0.08,-0.06,0.19,29.98,96727.52
506566,-0.09,-0.06,-1.01,0.28,0.23,-0.04,29.98,96727.52
506602,-0.09,-0.05,-1.02,0.35,0.05,0.02,29.98,96726.66
506639,-0.09,-0.05,-1.02,0.28,-0.35,-0.01,29.98,96726.66
506678,-0.09,-0.06,-1.02,0.07,0,-0.06,29.98,96725.36
506719,-0.1,-0.05,-1.02,0.35,0,-0.1,29.98,96724.5
506756,-0.09,-0.05,-1.02,0.22,0.18,0,29.98,96724.5
506792,-0.09,-0.05,-1.02,0.15,-0.06,0.03,29.98,96723.71
506829,-0.09,-0.06,-1.02,0.28,0,-0.16,29.98,96723.71
506866,-0.09,-0.05,-1.02,0.06,-0.08,0.08,29.98,96723.67
506903,-0.09,-0.05,-1.02,0.12,0.18,0,29.98,96723.67
506940,-0.09,-0.05,-1.02,0.1,-0.03,0.07,29.98,96722.01
506977,-0.09,-0.05,-1.02,0.18,-0.15,-0.07,29.98,96723.03
507014,-0.09,-0.06,-1.02,0.22,0.14,-0.07,29.98,96723.03
507056,-0.1,-0.06,-1.02,0.25,0.02,-0.15,29.98,96722.67
507090,-0.09,-0.05,-1.03,0.24,-0.06,-0.1,29.98,96722.67
507128,-0.09,-0.05,-1.02,0.33,0.15,-0.1,29.98,96723.53
507166,-0.1,-0.05,-1.02,0.12,-0.2,0.13,29.98,96723.53
507203,-0.09,-0.06,-1.02,0.22,-0.18,-0.06,29.98,96723.33
507238,-0.09,-0.05,-1.02,0.22,0.11,0.17,29.98,96724.33
507275,-0.1,-0.06,-1.02,0.19,0.28,-0.27,29.98,96724.33
507314,-0.09,-0.06,-1.02,0.25,0.03,-0.01,29.98,96725.19
507354,-0.1,-0.05,-1.02,0.3,-0.2,-0.03,29.98,96725.19
507389,-0.09,-0.06,-1.02,0.09,0.09,-0.16,29.97,96722.81
507427,-0.09,-0.06,-1.02,0.13,-0.06,0.22,29.97,96722.81
507465,-0.09,-0.05,-1.01,0.25,0.17,-0.15,29.98,96724
507501,-0.1,-0.06,-1.02,0.3,0.08,-0.09,29.98,96723.17
507537,-0.09,-0.06,-1.02,0.04,-0.03,0,29.98,96723.17
507575,-0.09,-0.05,-1.02,0.45,0.08,0.16,29.97,96722.64
507613,-0.1,-0.05,-1.01,0.24,0.29,-0.03,29.97,96722.64
507649,-0.09,-0.06,-1.01,0.1,-0.03,-0.07,29.98,96724.89
507691,-0.09,-0.06,-1.02,0.13,0.12,-0.07,29.98,96724.89
507728,-0.09,-0.05,-1.02,0.03,0.18,0.03,29.98,96725.59
507765,-0.09,-0.06,-1.02,0.1,-0.21,-0.13,29.98,96723.57
507801,-0.1,-0.05,-1.02,-0.17,0.18,-0.04,29.98,96723.57
507839,-0.09,-0.06,-1.02,0.25,0.17,-0.01,29.98,96721.21
507877,-0.09,-0.05,-1.01,0.1,0.08,-0.16,29.98,96721.21
507914,-0.09,-0.06,-1.01,-0.14,-0.08,0,29.98,96724.83
507950,-0.09,-0.05,-1.02,-0.04,0.41,0.1,29.98,96724.83
507992,-0.09,-0.05,-1.02,0.06,-0.18,-0.07,29.98,96723.33
508028,-0.1,-0.05,-1.02,0.12,-0.06,-0.13,29.98,96727.35
508065,-0.09,-0.05,-1.02,0.35,0.03,-0.19,29.98,96727.35
508102,-0.09,-0.06,-1.02,0.15,0.11,0.16,29.98,96725.22
508139,-0.09,-0.06,-1.02,0.19,0.06,-0.1,29.98,96725.22
508176,-0.1,-0.06,-1.02,0.09,0.12,0.05,29.98,96724.2
508213,-0.1,-0.05,-1.02,0.22,0,0.19,29.98,96724.2
508250,-0.09,-0.05,-1.02,0.13,0.12,-0.01,29.98,96725.39
508286,-0.09,-0.05,-1.02,0.03,-0.04,-0.06,29.98,96726.19
508327,-0.09,-0.06,-1.01,0.42,0.25,0,29.98,96726.19
508365,-0.09,-0.05,-1.02,-0.07,0.03,0.14,29.98,96724.2
508402,-0.1,-0.05,-1.02,-0.04,0.29,-0.06,29.98,96724.2
508437,-0.1,-0.06,-1.02,-0.07,0.21,0.05,29.98,96723.71
508475,-0.09,-0.05,-1.02,0.09,-0.14,0,29.98,96723.71
508513,-0.09,-0.06,-1.02,0.1,-0.01,-0.09,29.98,96727.02
508550,-0.09,-0.06,-1.01,0.27,-0.11,-0.1,29.98,96727.39
508585,-0.09,-0.06,-1.02,0.28,0.09,-0.1,29.98,96727.39
508627,-0.09,-0.06,-1.02,0.15,-0.29,-0.03,29.98,96723.57
508665,-0.1,-0.05,-1.02,0.12,0.32,0.02,29.98,96723.57
508701,-0.1,-0.05,-1.02,0.04,0.09,-0.12,29.98,96723.87
508736,-0.09,-0.05,-1.02,0.21,0.2,0.13,29.98,96723.87
508775,-0.09,-0.06,-1.01,0.04,0.23,0,29.98,96726.85
508813,-0.1,-0.05,-1.02,0.07,0.09,-0.03,29.98,96722.53
508848,-0.09,-0.06,-1.02,0.22,-0.08,-0.04,29.98,96722.53
508883,-0.09,-0.06,-1.02,0.28,-0.08,-0.06,29.98,96725.07
508922,-0.09,-0.05,-1.02,0.28,-0.09,0,29.98,96725.07
508963,-0.09,-0.06,-1.02,0.3,0.34,0.03,29.98,96727.22
508999,-0.09,-0.06,-1.02,0.28,0.03,-0.24,29.98,96727.22
509037,-0.09,-0.06,-1.02,0.25,0.15,0.14,29.99,96727.59
509076,-0.09,-0.05,-1.02,0.25,-0.06,-0.09,29.98,96726.89
509113,-0.09,-0.06,-1.02,0.12,-0.17,0.11,29.98,96726.89
509148,-0.09,-0.06,-1.02,0.41,0,-0.26,29.98,96725.16
509186,-0.09,-0.05,-1.02,-0.11,-0.14,-0.01,29.98,96725.16
509223,-0.09,-0.06,-1.02,0.12,-0.09,-0.19,29.99,96726.29
509263,-0.09,-0.05,-1.02,0.33,0,0.07,29.99,96726.29
509301,-0.09,-0.05,-1.01,0.24,0.18,-0.16,29.99,96726.6
509337,-0.09,-0.06,-1.02,0.24,0.06,0.13,29.98,96724.27
509375,-0.09,-0.06,-1.01,0.06,0.14,0.17,29.98,96724.27
509411,-0.09,-0.05,-1.02,0.01,0.02,-0.15,29.98,96722.88
509449,-0.09,-0.05,-1.02,0.51,0.14,-0.21,29.98,96722.88
509485,-0.09,-0.05,-1.02,0.12,0.15,-0.04,29.99,96724.6
509521,-0.09,-0.05,-1.02,0.1,-0.12,-0.18,29.99,96724.6
509558,-0.09,-0.05,-1.02,0.13,-0.06,-0.1,29.99,96726.63
509600,-0.09,-0.05,-1.02,0.13,-0.09,-0.04,29.98,96725.76
509636,-0.09,-0.06,-1.02,0.3,0.06,0.05,29.98,96725.76
509673,-0.09,-0.05,-1.02,0.39,0.18,-0.07,29.99,96725.27
509711,-0.09,-0.05,-1.02,0.22,0.15,-0.03,29.99,96725.27
509748,-0.1,-0.05,-1.02,0.32,0.06,-0.03,29.98,96724.07
509784,-0.09,-0.06,-1.02,0.47,-0.04,0.07,29.98,96724.07
509820,-0.09,-0.05,-1.02,0.13,0.03,-0.07,29.99,96726.79
509858,-0.09,-0.05,-1.02,0.15,-0.03,0.17,29.99,96725.92
509899,-0.09,-0.05,-1.02,-0.14,0.02,-0.03,29.99,96725.92
509934,-0.09,-0.05,-1.02,0.13,-0.04,-0.04,29.99,96724.14
509973,-0.09,-0.06,-1.02,0.04,-0.01,-0.18,29.99,96724.14
510011,-0.1,-0.06,-1.02,0.24,-0.33,-0.18,29.99,96725.96
510047,-0.09,-0.05,-1.02,0.33,-0.08,-0.06,29.99,96725.96
510082,-0.09,-0.06,-1.02,0.36,0.12,-0.15,29.99,96724.96
510120,-0.09,-0.05,-1.01,0.32,0.03,0.03,29.99,96723
510158,-0.09,-0.05,-1.02,-0.04,-0.01,-0.1,29.99,96723
510195,-0.09,-0.06,-1.02,0.27,-0.04,0,29.99,96724.5
510251,-0.09,-0.05,-1.01,0.18,0.21,-0.06,29.99,96724.5
510288,-0.09,-0.06,-1.02,0.35,0.28,0.22,29.99,96724.93
510325,-0.09,-0.05,-1.02,0.07,-0.14,-0.01,29.99,96725.83
510361,-0.09,-0.05,-1.01,0.25,-0.06,-0.32,29.99,96725.83
510399,-0.09,-0.05,-1.02,0.25,0.25,0.14,29.99,96727.46
510437,-0.09,-0.06,-1.01,0.27,0.41,-0.03,29.99,96727.46
510474,-0.09,-0.06,-1.02,0.38,-0.12,0,29.99,96725.33
510510,-0.09,-0.05,-1.02,-0.14,0.11,0.02,29.99,96725.33
510552,-0.09,-0.06,-1.02,0.22,0,-0.18,29.99,96725.92
510588,-0.09,-0.05,-1.01,0.03,0.18,-0.09,29.99,96725.33
510624,-0.09,-0.05,-1.02,0.24,0.29,0.03,29.99,96725.33
510663,-0.09,-0.06,-1.01,0.01,0.17,0.07,29.99,96725.79
510716,-0.09,-0.06,-1.02,0.1,0.06,-0.1,29.99,96726.66
510754,-0.09,-0.05,-1.02,0.19,-0.08,0.07,29.99,96726.66
510792,-0.09,-0.06,-1.02,0.13,-0.01,-0.13,29.99,96725.33
510829,-0.09,-0.06,-1.02,0.15,0.12,0.02,29.99,96725.33
510866,-0.09,-0.05,-1.01,0.22,-0.23,-0.18,30,96725.53
510907,-0.09,-0.05,-1.02,0.16,0,-0.38,29.99,96726.16
510946,-0.09,-0.06,-1.02,-0.13,0.14,0.05,29.99,96726.16
510983,-0.09,-0.06,-1.01,0.41,-0.06,-0.04,29.99,96727.32
511019,-0.1,-0.06,-1.02,0.19,-0.01,-0.04,29.99,96727.32
511055,-0.09,-0.06,-1.02,0.42,0.35,-0.04,30,96725.69
511093,-0.09,-0.05,-1.01,0.19,-0.08,-0.21,30,96725.69
511130,-0.09,-0.06,-1.01,0.27,0.17,-0.16,29.99,96726.66
511166,-0.09,-0.05,-1.02,0.22,-0.3,0.13,29.99,96726.66
511208,-0.09,-0.05,-1.02,-0.1,0,-0.12,29.99,96726.82
511246,-0.09,-0.06,-1.02,-0.07,-0.27,-0.16,30,96729.25
511282,-0.09,-0.05,-1.02,0.35,0.03,0,30,96729.25
511316,-0.09,-0.05,-1.02,-0.05,0.06,-0.03,29.99,96728.16
511355,-0.1,-0.05,-1.02,0.42,0.2,0.02,29.99,96728.16
511393,-0.09,-0.05,-1.02,0.09,0.06,-0.23,30,96726.19
511428,-0.09,-0.06,-1.01,0.04,0.23,0.19,30,96726.19
511464,-0.09,-0.06,-1.02,0.41,0.32,-0.06,30,96726.36
511503,-0.09,-0.05,-1.02,0.19,-0.06,0.19,30,96725.53
511544,-0.1,-0.06,-1.02,0.47,-0.03,-0.24,30,96725.53
511580,-0.09,-0.05,-1.01,0.15,0.31,0.14,30,96727.69
511618,-0.09,-0.05,-1.02,0.25,0.31,0.16,30,96727.69
511656,-0.09,-0.06,-1.02,0.3,0.26,-0.18,29.99,96727.32
511693,-0.09,-0.06,-1.03,0.12,0.34,-0.06,29.99,96727.32
511728,-0.09,-0.06,-1.01,0.15,0,-0.07,29.99,96727.32
511765,-0.09,-0.06,-1.02,0.19,0.2,-0.07,29.99,96727.49
511804,-0.09,-0.05,-1.02,0.18,-0.06,-0.19,29.99,96727.49
511844,-0.09,-0.05,-1.01,0.45,-0.04,0.17,29.99,96726.33
511881,-0.09,-0.05,-1.02,0.03,0.35,-0.23,29.99,96726.33
511918,-0.09,-0.06,-1.02,0.33,0.03,0.08,29.99,96726.99
511954,-0.09,-0.05,-1.02,0.24,0.14,-0.27,29.99,96725.53
511991,-0.09,-0.05,-1.01,0.04,0.47,-0.06,30,96725.53
512028,-0.09,-0.05,-1.01,0.28,0.08,0.2,30,96725.07
512065,-0.09,-0.05,-1.01,0.27,-0.03,0.13,30,96725.07
512102,-0.09,-0.06,-1.02,0.19,0.15,-0.13,29.99,96726
512139,-0.09,-0.05,-1.02,-0.08,-0.03,-0.1,29.99,96726
512181,-0.09,-0.05,-1.02,0.21,0.18,-0.01,30,96727.19
512217,-0.09,-0.05,-1.02,0.24,0.14,-0.06,30,96723.17
512253,-0.09,-0.05,-1.01,-0.01,0.12,0.08,29.99,96723.17
512291,-0.09,-0.06,-1.02,0.39,0.11,0.02,30,96728.05
512328,-0.09,-0.05,-1.01,0.09,0.03,-0.04,30,96728.05
512364,-0.09,-0.05,-1.01,0.13,-0.09,0.02,30,96728.71
512401,-0.09,-0.05,-1.02,0.24,0.09,-0.15,30,96728.71
512439,-0.09,-0.05,-1.02,0.16,0.21,0.23,30,96731.04
512476,-0.09,-0.05,-1.02,-0.19,0.08,0.03,30,96731.04
512516,-0.09,-0.06,-1.02,-0.1,-0.03,0.03,30,96726.56
512553,-0.08,-0.06,-1.01,0.03,-0.11,-0.24,30,96727.89
512591,-0.09,-0.05,-1.02,0.24,-0.12,-0.42,30,96727.89
512627,-0.09,-0.06,-1.02,0.15,-0.23,0.08,29.99,96726.32
512663,-0.1,-0.05,-1.01,0.22,0.05,-0.12,29.99,96726.32
512701,-0.09,-0.05,-1.02,-0.02,-0.06,-0.04,30,96727.35
512739,-0.09,-0.05,-1.01,0.19,0.21,0.17,30,96727.35
512775,-0.09,-0.06,-1.01,0.03,0.31,-0.16,29.99,96726.33
512816,-0.09,-0.06,-1.02,0.13,-0.09,0,30,96729.74
512855,-0.09,-0.06,-1.02,0.57,0.26,0.11,30,96729.74
512891,-0.09,-0.05,-1.02,0.28,0.18,-0.06,30,96725.72
512927,-0.09,-0.05,-1.02,-0.16,0.4,0.1,30,96725.72
512965,-0.09,-0.06,-1.02,0.09,-0.03,-0.12,30,96725.1
513003,-0.09,-0.05,-1.02,0.19,0.17,-0.06,30,96725.36
513040,-0.09,-0.06,-1.02,-0.19,0.17,-0.21,30,96725.36
513076,-0.09,-0.05,-1.02,-0.01,0.31,-0.15,30,96726.89
513113,-0.09,-0.05,-1.02,0.18,0.12,-0.03,30,96726.89
513155,-0.09,-0.06,-1.02,0.1,0.05,-0.27,30,96728.05
513191,-0.09,-0.06,-1.02,0.32,0.4,0.11,30,96728.05
513228,-0.09,-0.05,-1.02,0.06,-0.03,-0.09,30,96728.19
513264,-0.09,-0.05,-1.02,0.01,0.11,0.13,30,96724.53
513302,-0.09,-0.05,-1.02,0.28,0.05,-0.26,30,96724.53
513338,-0.09,-0.05,-1.02,0.25,0.03,-0.16,30,96726.59
513376,-0.09,-0.05,-1.02,0.48,0,-0.07,30,96726.59
513412,-0.09,-0.06,-1.02,0.15,0.12,-0.01,30,96726.53
513453,-0.09,-0.06,-1.01,0.21,0.21,-0.03,30,96726.53
513490,-0.09,-0.06,-1.02,0.21,0.31,-0.23,30,96723.87
513527,-0.09,-0.05,-1.02,-0.05,0.05,-0.01,30,96722.84
513563,-0.09,-0.06,-1.02,0.13,0.03,-0.07,29.99,96722.84
513600,-0.09,-0.05,-1.02,0.38,0.21,0.14,30,96726.25
513638,-0.09,-0.05,-1.03,0.22,0.05,-0.03,30,96726.25
513675,-0.09,-0.05,-1.02,0.28,-0.15,0.1,30,96725.07
513711,-0.09,-0.06,-1.02,0.16,0,0.03,30,96725.07
513747,-0.09,-0.05,-1.02,0.15,-0.04,0.14,30,96724.8
513790,-0.09,-0.06,-1.02,0.19,0.14,-0.13,30,96726.92
513826,-0.09,-0.06,-1.02,-0.01,-0.08,-0.18,30,96726.92
513861,-0.09,-0.06,-1.02,0.32,-0.08,-0.24,30,96724.27
513900,-0.09,-0.05,-1.02,0.24,-0.03,0.03,30,96724.27
513938,-0.09,-0.05,-1.02,0.44,0.12,0.22,30,96724.73
513974,-0.09,-0.05,-1.02,0.1,-0.08,0.05,30,96724.73
514009,-0.09,-0.05,-1.02,0.16,0.26,0.28,30,96724.24
514048,-0.09,-0.05,-1.01,0.27,0.08,-0.12,30,96724.24
514102,-0.09,-0.05,-1.02,0.19,-0.09,0,30,96724.92
514155,-0.09,-0.06,-1.02,0.3,-0.06,0,30,96722.57
514192,-0.09,-0.05,-1,0.09,0.08,0.2,30,96724.46
514228,-0.09,-0.05,-1.02,0.06,-0.08,0,30,96724.46
514266,-0.09,-0.05,-1.02,0.09,0.08,-0.12,30,96726.42
514305,-0.09,-0.05,-1.01,0.41,0.05,-0.18,30,96726.42
514341,-0.09,-0.06,-1.02,0.42,-0.09,-0.04,30.01,96724.83
514377,-0.09,-0.05,-1.02,0.07,0.03,0.03,30.01,96724.83
514414,-0.09,-0.05,-1.02,0.19,0.08,0,30.01,96724.66
514456,-0.09,-0.06,-1.02,0.32,-0.11,0.1,30.01,96723.17
514493,-0.1,-0.06,-1.01,0.12,-0.06,-0.09,30.01,96723.17
514530,-0.09,-0.06,-1.01,0.19,0.11,-0.01,30,96724.13
514567,-0.09,-0.06,-1.02,0.18,0.21,0,30,96724.13
514604,-0.09,-0.06,-1.02,-0.02,-0.08,0.03,30,96726.28
514640,-0.09,-0.06,-1.02,0.18,-0.14,0.1,30,96727.61
514677,-0.09,-0.05,-1.02,0.06,0.28,0.23,30.01,96727.98
514714,-0.09,-0.05,-1.01,0.04,0.08,0.03,30.01,96729.17
514754,-0.09,-0.05,-1.02,0.01,0.37,-0.33,30.01,96729.17
514793,-0.09,-0.06,-1.02,0.27,0.2,-0.04,30.01,96724.53
514831,-0.09,-0.05,-1.02,0.12,0.03,-0.06,30.01,96724.53
514883,-0.09,-0.05,-1.02,0.07,0.23,-0.12,30.01,96725.69
514921,-0.09,-0.05,-1.02,0.3,0.18,0.16,30.01,96725.85
514960,-0.09,-0.05,-1.02,0.12,-0.15,-0.19,30.01,96725.85
514997,-0.09,-0.05,-1.02,-0.01,0.02,-0.09,30,96725.96
515032,-0.09,-0.06,-1.01,0.07,-0.29,0.02,30,96725.96
515069,-0.09,-0.05,-1.01,0.22,-0.17,-0.01,30.01,96726.16
515113,-0.09,-0.06,-1.02,0.09,0.14,-0.03,30.01,96727.82
515149,-0.09,-0.06,-1.02,0.13,-0.06,0.07,30.01,96727.82
515184,-0.09,-0.05,-1.02,0.25,0.17,-0.15,30,96724.13
515223,-0.09,-0.05,-1.02,0.1,0.14,-0.01,30,96724.13
515261,-0.09,-0.05,-1.02,0.19,0.08,-0.07,30.01,96723.83
515297,-0.1,-0.05,-1.02,0.13,0.02,-0.07,30.01,96726.16
515332,-0.09,-0.05,-1.02,0.13,0.26,0.02,30.01,96726.16
515371,-0.09,-0.05,-1.02,0.33,0.26,-0.03,30.01,96724.19
515411,-0.09,-0.06,-1.02,0.24,0.06,0.14,30.01,96724.19
