looptime,ax,ay,az,gx,gy,gz,baro_temp,baro_pressure
557716,-0.08,-0.05,-1.02,0.12,0.09,-0.01,30.13,96723.39
557753,-0.08,-0.05,-1.02,0.15,0.37,0.11,30.13,96722.75
557789,-0.08,-0.06,-1.02,0.27,-0.11,-0.09,30.13,96722.75
557826,-0.09,-0.05,-1.02,0.04,0.03,0.2,30.13,96724.89
557863,-0.09,-0.05,-1.01,0.1,-0.21,0.08,30.13,96724.89
557900,-0.09,-0.05,-1.02,-0.14,0.12,-0.04,30.13,96726.88
557936,-0.09,-0.05,-1.02,-0.04,0.06,-0.18,30.13,96726.88
557973,-0.08,-0.06,-1.02,0.32,0.11,-0.13,30.12,96724.38
558011,-0.09,-0.05,-1.02,0.38,0.14,-0.01,30.12,96724.38
558051,-0.09,-0.05,-1.02,0.39,-0.06,0.08,30.13,96725.58
558087,-0.09,-0.05,-1.02,0.33,0.03,-0.32,30.13,96724.11
558126,-0.09,-0.05,-1.01,0.13,0.05,-0.13,30.13,96724.11
558164,-0.08,-0.06,-1.02,0.15,0.09,-0.04,30.13,96726.41
558199,-0.09,-0.05,-1.01,0.12,0.4,0.08,30.13,96726.41
558235,-0.09,-0.06,-1.01,0.06,0,-0.32,30.13,96725.71
558274,-0.09,-0.05,-1.02,0.09,0.31,-0.12,30.13,96725.71
558311,-0.08,-0.05,-1.02,0.33,0.28,-0.1,30.13,96724.89
558351,-0.08,-0.05,-1.01,0.35,0.12,-0.07,30.13,96724.25
558388,-0.09,-0.06,-1.02,0.21,0.14,-0.1,30.13,96724.25
558426,-0.09,-0.05,-1.02,0.16,0.06,-0.24,30.13,96722.25
558462,-0.08,-0.06,-1.02,0.1,-0.15,-0.1,30.13,96722.25
558498,-0.09,-0.05,-1.02,0.1,0.08,0.05,30.13,96723.89
558535,-0.08,-0.05,-1.02,0.22,-0.08,-0.19,30.13,96723.89
558573,-0.09,-0.05,-1.02,0.3,0.17,-0.21,30.12,96726.88
558610,-0.09,-0.05,-1.02,-0.01,-0.2,-0.03,30.13,96726.41
558646,-0.09,-0.05,-1.02,0.27,0.03,0.08,30.13,96726.41
558688,-0.09,-0.06,-1.02,0.12,-0.18,0.05,30.13,96723.58
558725,-0.09,-0.05,-1.02,0.06,0.18,0,30.13,96723.58
558760,-0.09,-0.05,-1.02,0.24,-0.21,-0.24,30.13,96727.27
558798,-0.09,-0.05,-1.02,0.19,0.05,-0.18,30.13,96727.27
558834,-0.08,-0.05,-1.02,0.27,0.14,-0.13,30.13,96725.58
558871,-0.09,-0.05,-1.02,-0.14,0.08,0.03,30.13,96721.39
558908,-0.09,-0.05,-1.02,0.27,-0.12,-0.24,30.13,96721.39
558946,-0.09,-0.06,-1.02,0.18,0.15,-0.32,30.13,96723.05
558986,-0.09,-0.06,-1.01,0.27,0.37,-0.03,30.13,96723.05
559023,-0.09,-0.05,-1.01,0.06,0.18,-0.06,30.13,96723.25
559062,-0.09,-0.05,-1.02,0.13,0.25,-0.16,30.13,96723.25
559098,-0.08,-0.05,-1.02,0.22,0.11,0,30.13,96727.77
559133,-0.08,-0.05,-1.02,0.16,0.05,-0.21,30.13,96725.94
559170,-0.08,-0.05,-1.02,0.48,-0.03,-0.1,30.13,96725.94
559208,-0.09,-0.05,-1.02,0.03,0,0.07,30.13,96726.44
559245,-0.09,-0.05,-1.03,0.04,0.02,0.08,30.13,96726.44
559281,-0.08,-0.05,-1.02,-0.04,-0.11,-0.12,30.13,96726.57
559324,-0.09,-0.06,-1.02,0.35,0.35,0,30.13,96726.57
559362,-0.08,-0.06,-1.02,0.01,-0.01,0.03,30.13,96724.58
559397,-0.09,-0.05,-1.02,0.22,-0.14,-0.03,30.13,96724.61
559433,-0.09,-0.05,-1.01,0.06,0.08,0.05,30.13,96724.61
559472,-0.09,-0.05,-1.02,0.27,-0.23,-0.09,30.13,96724.91
559510,-0.09,-0.06,-1.02,0.15,0.03,0.11,30.13,96724.91
559546,-0.09,-0.05,-1.02,0.24,0.2,-0.06,30.13,96723.46
559582,-0.09,-0.06,-1.02,0.22,0.11,-0.16,30.13,96723.46
559625,-0.09,-0.06,-1.02,-0.02,0.05,-0.04,30.13,96722.28
559662,-0.09,-0.06,-1.02,0.13,-0.01,0.14,30.13,96726.31
559696,-0.08,-0.06,-1.02,0.12,0,0.1,30.13,96726.31
559734,-0.09,-0.05,-1.02,0.25,-0.14,0.05,30.13,96724.94
559772,-0.08,-0.06,-1.03,-0.04,-0.18,0.2,30.13,96724.94
559808,-0.09,-0.06,-1.02,0.01,-0.03,-0.13,30.13,96722.42
559844,-0.08,-0.06,-1.02,0.33,-0.11,-0.09,30.13,96722.42
559881,-0.09,-0.05,-1.03,-0.01,-0.24,-0.1,30.13,96725.44
559920,-0.08,-0.05,-1.02,0.15,-0.15,-0.23,30.13,96726.94
559960,-0.09,-0.06,-1.02,0.12,0.05,-0.1,30.13,96726.94
559996,-0.08,-0.06,-1.02,-0.01,0.03,-0.29,30.13,96723.28
560033,-0.09,-0.06,-1.02,-0.07,-0.09,-0.07,30.13,96723.28
560070,-0.08,-0.05,-1.03,0.22,0.02,-0.18,30.13,96726.44
560107,-0.09,-0.05,-1.02,0.24,0.06,-0.06,30.13,96726.44
560144,-0.09,-0.05,-1.02,0.09,0.02,-0.19,30.13,96725.14
560181,-0.08,-0.06,-1.01,0.18,-0.12,-0.03,30.13,96726.6
560218,-0.09,-0.06,-1.02,0.12,-0.12,-0.13,30.13,96726.6
560260,-0.09,-0.05,-1.01,0.18,0.06,-0.19,30.13,96727.6
560296,-0.08,-0.05,-1.02,0.19,0.32,0.07,30.13,96727.6
560331,-0.08,-0.06,-1.02,0.36,0.23,-0.21,30.13,96722.78
560368,-0.09,-0.06,-1.02,0.19,0.11,0.07,30.13,96722.78
560406,-0.09,-0.05,-1.02,0.19,0.14,-0.07,30.13,96727.47
560443,-0.09,-0.06,-1.01,0.13,0.02,-0.26,30.13,96724.48
560479,-0.09,-0.05,-1.02,0.12,-0.03,-0.07,30.13,96724.48
560516,-0.09,-0.05,-1.02,0.27,0.05,-0.07,30.13,96724.61
560553,-0.08,-0.06,-1.02,-0.1,-0.08,-0.13,30.13,96724.61
560594,-0.09,-0.06,-1.02,0.21,0.15,-0.04,30.13,96723.46
560629,-0.09,-0.05,-1.02,0.35,0.08,-0.04,30.13,96723.46
560669,-0.09,-0.05,-1.02,0.15,0.06,-0.26,30.13,96722.42
560707,-0.09,-0.06,-1.02,0.01,-0.06,-0.21,30.13,96726.47
560743,-0.09,-0.05,-1.02,0.18,0.25,-0.27,30.13,96726.47
560779,-0.09,-0.06,-1.02,0.16,-0.18,-0.27,30.13,96724.78
560817,-0.09,-0.06,-1.02,0.28,-0.11,-0.19,30.13,96724.78
560855,-0.08,-0.05,-1.02,0.22,0.08,0.07,30.13,96727.44
560929,-0.08,-0.06,-1.02,0.36,0.09,-0.06,30.13,96727.1
560967,-0.09,-0.05,-1.02,0.16,-0.01,-0.07,30.13,96726.31
561005,-0.08,-0.05,-1.02,0.21,-0.14,-0.15,30.13,96726.31
561042,-0.08,-0.06,-1.02,0.35,0.11,-0.16,30.13,96724.11
561078,-0.09,-0.05,-1.02,0.16,0.15,-0.23,30.13,96724.11
561116,-0.09,-0.06,-1.02,0.32,0.32,-0.04,30.13,96725.11
561154,-0.08,-0.06,-1.02,0.12,-0.03,-0.19,30.13,96725.11
561190,-0.09,-0.06,-1.02,0.36,-0.09,-0.13,30.13,96724.64
561227,-0.09,-0.05,-1.02,0.19,0.06,-0.12,30.13,96723.95
561287,-0.09,-0.05,-1.02,0.27,0.09,-0.01,30.13,96723.95
561325,-0.09,-0.06,-1.02,0.36,0.12,-0.07,30.13,96725.14
561361,-0.09,-0.05,-1.02,0.21,0.08,0.02,30.13,96723.46
561399,-0.08,-0.05,-1.02,0.19,-0.09,-0.06,30.13,96723.46
561435,-0.09,-0.06,-1.03,0.21,0.09,-0.06,30.13,96725.81
561474,-0.09,-0.06,-1.02,0.1,0.05,-0.07,30.13,96725.81
561511,-0.09,-0.06,-1.02,0.04,0.21,0.05,30.13,96727.14
561548,-0.08,-0.06,-1.02,0.38,-0.12,-0.01,30.13,96727.14
561589,-0.09,-0.06,-1.02,-0.1,-0.04,-0.09,30.13,96727.14
561626,-0.08,-0.06,-1.02,0.33,0.09,-0.24,30.14,96726.51
561664,-0.09,-0.05,-1.02,0.15,-0.06,0.22,30.14,96726.51
561700,-0.08,-0.05,-1.02,-0.01,0.29,-0.13,30.14,96725.67
561736,-0.09,-0.06,-1.02,0.1,0.03,-0.06,30.14,96725.67
561773,-0.09,-0.05,-1.02,0.19,0,-0.09,30.13,96726.14
561811,-0.09,-0.05,-1.02,0.04,-0.09,0.1,30.13,96726.14
561848,-0.09,-0.05,-1.02,0.24,-0.18,-0.18,30.14,96730
561884,-0.09,-0.06,-1.01,0.16,0.34,-0.07,30.14,96726.83
561927,-0.09,-0.05,-1.02,0.22,0.12,-0.03,30.14,96726.83
561966,-0.09,-0.06,-1.02,0.04,0.09,0.08,30.14,96726
562000,-0.09,-0.06,-1.02,-0.05,-0.08,0.07,30.14,96726
562036,-0.08,-0.05,-1.02,-0.02,-0.08,-0.15,30.14,96731.32
562076,-0.08,-0.05,-1.02,0.24,0.17,-0.16,30.14,96726.67
562113,-0.08,-0.05,-1.02,0.53,0.18,0.14,30.14,96726.34
562149,-0.09,-0.06,-1.02,0.15,-0.09,-0.18,30.14,96727.83
562185,-0.08,-0.05,-1.02,0.42,-0.18,-0.09,30.14,96727.83
562228,-0.09,-0.06,-1.02,0.07,0.18,-0.12,30.14,96729.53
562265,-0.09,-0.05,-1.02,-0.02,0.17,-0.01,30.14,96729.53
562300,-0.08,-0.06,-1.01,0.22,-0.04,-0.03,30.14,96724.52
562337,-0.09,-0.05,-1.01,-0.1,0.11,-0.15,30.14,96724.52
562376,-0.08,-0.05,-1.01,0.39,0.21,-0.15,30.14,96725.75
562413,-0.08,-0.05,-1.02,0.16,-0.11,0.08,30.14,96725.57
562448,-0.09,-0.05,-1.02,0.04,-0.01,-0.13,30.14,96725.57
562486,-0.09,-0.06,-1.01,-0.01,0.06,-0.04,30.14,96727.74
562524,-0.09,-0.05,-1.02,0.25,0.06,0.14,30.14,96727.74
562557,-0.09,-0.06,-1.02,0.33,0.18,-0.04,30.14,96727.53
562593,-0.08,-0.06,-1.02,0.25,0.03,-0.09,30.14,96727.53
562630,-0.09,-0.05,-1.02,0.21,0.11,-0.12,30.14,96726.54
562669,-0.08,-0.05,-1.02,0.25,-0.01,0.05,30.14,96727.57
562706,-0.09,-0.05,-1.02,0.32,-0.09,-0.01,30.14,96727.57
562742,-0.08,-0.06,-1.02,0.24,0.12,0.1,30.14,96728.17
562779,-0.09,-0.05,-1.02,0.33,-0.23,-0.06,30.14,96728.17
562817,-0.08,-0.05,-1.01,0.25,0,-0.15,30.14,96725.75
562857,-0.09,-0.06,-1.01,0.13,0.03,-0.12,30.14,96725.75
562894,-0.09,-0.06,-1.02,0.06,0.18,-0.04,30.14,96724.85
562931,-0.09,-0.06,-1.01,0.12,0.02,0.16,30.14,96724.55
562968,-0.09,-0.05,-1.02,0.35,0.02,-0.13,30.14,96724.55
563005,-0.09,-0.05,-1.01,0.09,0.18,-0.18,30.14,96727.24
563042,-0.09,-0.05,-1.02,0.15,0.15,0.05,30.14,96727.24
563079,-0.08,-0.06,-1.02,-0.02,-0.21,-0.06,30.14,96721.69
563116,-0.09,-0.05,-1.02,0.22,-0.08,0.17,30.14,96721.69
563152,-0.08,-0.05,-1.02,0.27,-0.11,-0.1,30.14,96725.21
563195,-0.09,-0.05,-1.02,0.27,0.23,-0.18,30.14,96726.88
563230,-0.08,-0.05,-1.02,0.22,-0.08,0.13,30.14,96726.88
563268,-0.09,-0.06,-1.02,0.28,0.25,0.17,30.14,96723.91
563307,-0.09,-0.06,-1.02,0.25,0.09,-0.1,30.14,96723.91
563344,-0.08,-0.06,-1.02,0.28,-0.06,0.14,30.14,96726.54
563380,-0.09,-0.06,-1.02,0.3,0,-0.26,30.14,96726.54
563417,-0.09,-0.06,-1.01,0.21,0.14,-0.13,30.14,96724.25
563454,-0.09,-0.06,-1.02,0.09,0.17,0.34,30.14,96724.05
563495,-0.08,-0.05,-1.02,0.16,-0.14,-0.1,30.14,96724.05
563531,-0.09,-0.05,-1.02,0.13,0.03,-0.3,30.14,96724.25
563569,-0.08,-0.05,-1.02,0.18,-0.12,-0.18,30.14,96724.25
563607,-0.09,-0.06,-1.02,0.25,-0.08,-0.19,30.14,96726.24
563643,-0.08,-0.06,-1.02,0.1,0.02,0.32,30.14,96726.24
563679,-0.08,-0.05,-1.01,0.04,0.17,-0.04,30.14,96726.54
563717,-0.08,-0.05,-1.02,-0.01,0.08,0.02,30.14,96726.91
563755,-0.09,-0.05,-1.01,0.01,0.03,-0.04,30.14,96726.91
563790,-0.08,-0.06,-1.02,0.1,0.21,-0.16,30.14,96725.08
563831,-0.09,-0.05,-1.02,0.21,-0.12,-0.15,30.14,96725.08
563869,-0.09,-0.05,-1.01,0.1,-0.04,-0.18,30.14,96722.92
563906,-0.09,-0.06,-1.02,-0.02,-0.01,0,30.14,96722.92
563942,-0.09,-0.05,-1.02,0.15,0.08,0.02,30.14,96726.07
563979,-0.08,-0.06,-1.02,0.19,-0.14,-0.19,30.14,96722.92
564018,-0.08,-0.06,-1.02,0.19,0.03,-0.13,30.14,96722.92
564054,-0.09,-0.05,-1.02,0.18,0.09,0.1,30.14,96721.92
564089,-0.08,-0.05,-1.01,-0.02,-0.11,-0.1,30.14,96721.92
564131,-0.08,-0.06,-1.01,0.32,-0.21,-0.12,30.15,96724.28
564170,-0.09,-0.06,-1.02,0.04,0.17,-0.12,30.15,96724.28
564347,-0.09,-0.06,-1.02,0.24,0.08,-0.12,30.15,96723.28
564383,-0.08,-0.06,-1.02,0.3,-0.03,-0.23,30.15,96722.95
564419,-0.09,-0.05,-1.02,0.09,0.08,0.07,30.15,96722.95
564456,-0.09,-0.05,-1.02,0.36,-0.12,0.14,30.14,96725.91
564493,-0.08,-0.05,-1.02,0.32,0.26,-0.04,30.14,96725.91
564530,-0.08,-0.05,-1.02,0.13,0.14,-0.09,30.14,96723.25
564567,-0.09,-0.05,-1.02,0.15,0.23,-0.04,30.14,96723.91
564608,-0.09,-0.05,-1.02,0.13,0.15,0.08,30.14,96723.91
564646,-0.08,-0.06,-1.02,-0.01,-0.17,0.07,30.15,96725.1
564683,-0.09,-0.06,-1.02,0.27,-0.03,-0.27,30.15,96725.1
564719,-0.08,-0.05,-1.02,0.32,0.11,0.13,30.15,96725.6
564756,-0.09,-0.06,-1.02,0.1,0.08,-0.23,30.15,96725.6
564795,-0.08,-0.06,-1.02,0.33,0.14,-0.39,30.14,96724.75
564832,-0.09,-0.06,-1.02,0.22,-0.21,-0.19,30.14,96722.39
564867,-0.08,-0.06,-1.01,-0.02,-0.15,-0.06,30.14,96722.39
564910,-0.09,-0.06,-1.02,0.33,0.02,-0.13,30.15,96722.78
564947,-0.08,-0.05,-1.02,0.01,-0.08,0.05,30.15,96722.78
564983,-0.08,-0.06,-1.02,0.39,-0.09,-0.16,30.15,96723.28
565018,-0.08,-0.05,-1.02,-0.04,-0.03,-0.32,30.15,96723.28
565057,-0.09,-0.06,-1.02,0.25,-0.06,0.14,30.15,96726.8
565095,-0.09,-0.05,-1.01,0.21,0.14,0.08,30.15,96724.11
565131,-0.09,-0.06,-1.02,0.22,0.06,-0.04,30.15,96724.11
565167,-0.08,-0.05,-1.02,0.21,0.06,0.03,30.15,96725.8
565204,-0.09,-0.06,-1.01,0.15,-0.01,-0.04,30.15,96725.8
565246,-0.09,-0.05,-1.02,0.01,-0.15,0.03,30.15,96726.8
565282,-0.09,-0.05,-1.02,0.01,0.05,0.13,30.15,96726.8
565319,-0.08,-0.05,-1.02,0.07,0,-0.23,30.15,96723.78
565357,-0.09,-0.06,-1.02,0.25,-0.03,0.16,30.14,96723.42
565394,-0.09,-0.05,-1.02,0.16,-0.09,-0.13,30.14,96723.42
565430,-0.09,-0.05,-1.02,0.12,0.06,-0.18,30.15,96722.95
565467,-0.09,-0.06,-1.01,0.24,-0.12,0.02,30.15,96722.95
565505,-0.09,-0.06,-1.03,0.44,-0.06,-0.06,30.15,96724.44
565545,-0.09,-0.05,-1.02,0.19,-0.03,-0.38,30.15,96724.44
565584,-0.09,-0.06,-1.02,-0.02,0.12,-0.07,30.15,96723.45
565638,-0.08,-0.05,-1.02,0.21,0.03,-0.1,30.15,96725.28
565676,-0.09,-0.05,-1.02,0.38,-0.03,-0.06,30.15,96725.28
565712,-0.08,-0.05,-1.01,0.01,-0.01,-0.13,30.15,96725.64
565750,-0.09,-0.06,-1.02,-0.01,-0.09,-0.04,30.15,96721.82
565787,-0.08,-0.06,-1.03,0.1,-0.01,-0.06,30.15,96721.82
565825,-0.09,-0.05,-1.02,0.07,0.03,-0.09,30.15,96724.81
565862,-0.08,-0.05,-1.01,0.13,0.29,-0.07,30.15,96724.81
565916,-0.09,-0.05,-1.01,0.12,-0.15,-0.12,30.15,96723.48
565953,-0.08,-0.05,-1.02,0.25,0.05,-0.16,30.15,96724.14
565989,-0.08,-0.06,-1.01,0.27,-0.12,0.13,30.15,96724.14
566027,-0.08,-0.05,-1.02,0.13,0.05,0.2,30.15,96723.51
566066,-0.08,-0.05,-1.02,0.01,0.08,-0.09,30.15,96723.51
566104,-0.09,-0.05,-1.02,0.3,0.03,-0.16,30.15,96723.35
566139,-0.09,-0.06,-1.02,0.03,0.17,0.03,30.15,96726.17
566176,-0.09,-0.05,-1.01,0.1,0.06,-0.1,30.15,96726.17
566218,-0.08,-0.05,-1.02,0.21,-0.12,-0.1,30.15,96724.01
566255,-0.08,-0.05,-1.02,0.21,0.11,0.02,30.15,96724.01
566292,-0.09,-0.05,-1.02,0.18,0.26,0.03,30.15,96723.14
566329,-0.08,-0.05,-1.02,0.09,-0.11,-0.29,30.15,96723.14
566366,-0.08,-0.05,-1.02,0.18,0.06,-0.12,30.15,96721.62
566403,-0.08,-0.06,-1.02,0.3,0.05,-0.07,30.15,96720.63
566439,-0.09,-0.06,-1.02,-0.07,0.06,-0.18,30.15,96720.63
566476,-0.09,-0.05,-1.02,0.15,0.08,-0.23,30.15,96719.96
566513,-0.08,-0.05,-1.02,0.19,-0.08,-0.3,30.15,96719.96
566555,-0.08,-0.05,-1.02,0.18,-0.06,-0.07,30.15,96722.35
566592,-0.08,-0.06,-1.02,0.13,-0.06,-0.18,30.15,96722.35
566628,-0.09,-0.05,-1.02,0.32,0.21,-0.06,30.15,96721.49
566665,-0.09,-0.06,-1.02,0.35,0.08,0.02,30.15,96720.32
566703,-0.08,-0.05,-1.02,0.15,0.18,0.14,30.15,96720.32
566739,-0.09,-0.05,-1.02,-0.14,0.17,-0.04,30.15,96720.99
566775,-0.09,-0.05,-1.02,0.24,-0.01,-0.07,30.15,96720.99
566812,-0.08,-0.06,-1.01,0.41,-0.03,-0.03,30.15,96723.11
566856,-0.08,-0.05,-1.02,0.28,-0.15,-0.07,30.15,96723.11
566891,-0.09,-0.05,-1.02,0.09,-0.01,0.07,30.15,96723.02
566927,-0.08,-0.05,-1.01,0.21,-0.2,-0.09,30.15,96722.64
566966,-0.09,-0.06,-1.02,0.16,-0.17,0.08,30.15,96722.64
567004,-0.08,-0.05,-1.02,0.3,0.2,0.03,30.15,96722.52
567038,-0.08,-0.05,-1.02,-0.02,0.25,-0.15,30.15,96722.52
567074,-0.09,-0.06,-1.02,0.25,0.02,-0.23,30.15,96723.35
567113,-0.09,-0.05,-1.03,0.16,0.26,-0.15,30.15,96723.35
567151,-0.08,-0.05,-1.02,0.13,0.09,-0.03,30.15,96721.35
567190,-0.08,-0.05,-1.02,0.13,0.15,-0.01,30.15,96722.67
567229,-0.09,-0.06,-1.02,0.1,0.05,0.17,30.15,96722.67
567267,-0.09,-0.06,-1.02,0.16,-0.21,-0.19,30.15,96722.49
567304,-0.09,-0.05,-1.02,0.38,0.03,0.02,30.15,96722.49
567340,-0.09,-0.06,-1.02,0.21,0.28,0.13,30.15,96723.67
567376,-0.09,-0.06,-1.02,0.28,0.28,0,30.15,96723.67
567415,-0.09,-0.05,-1.02,0.16,0.14,-0.15,30.15,96721.32
567451,-0.08,-0.05,-1.02,0.28,0.05,-0.04,30.15,96721.68
567492,-0.09,-0.06,-1.02,0.27,0.08,-0.04,30.15,96721.68
567529,-0.09,-0.05,-1.02,0.13,0.06,0.1,30.15,96725.33
567566,-0.09,-0.05,-1.02,0.1,-0.04,-0.23,30.15,96725.33
567603,-0.08,-0.05,-1.02,0.09,0.12,-0.04,30.15,96723.51
567641,-0.08,-0.06,-1.02,0.1,0.32,-0.13,30.15,96723.51
567677,-0.09,-0.06,-1.02,0.22,-0.14,-0.15,30.15,96724.17
567714,-0.09,-0.06,-1.02,0.35,0.09,0.14,30.15,96723.88
567751,-0.08,-0.05,-1.02,0.41,0,-0.07,30.15,96723.88
567788,-0.08,-0.05,-1.02,0.28,0,-0.13,30.15,96724.84
567828,-0.08,-0.06,-1.02,0.09,0.02,-0.07,30.15,96724.84
567866,-0.09,-0.06,-1.01,-0.01,0.18,0,30.15,96722.88
567904,-0.09,-0.05,-1.01,-0.08,0.08,-0.09,30.15,96722.88
567941,-0.09,-0.06,-1.02,0.18,-0.08,-0.13,30.15,96722.21
567976,-0.09,-0.05,-1.02,0.15,0.08,0.03,30.15,96723.71
568013,-0.09,-0.05,-1.02,0.19,0.02,-0.12,30.15,96723.71
568051,-0.09,-0.05,-1.02,0.32,0.32,-0.03,30.15,96725.17
568088,-0.08,-0.06,-1.01,0.12,-0.08,-0.13,30.15,96725.17
568127,-0.08,-0.05,-1.01,0.41,-0.09,-0.12,30.15,96727.03
568166,-0.08,-0.05,-1.01,0.12,-0.08,-0.1,30.15,96727.03
568204,-0.09,-0.06,-1.02,0.03,-0.03,-0.1,30.15,96723.35
568240,-0.09,-0.05,-1.02,-0.11,-0.09,0.02,30.15,96724.04
568275,-0.08,-0.06,-1.02,0.1,-0.14,0.17,30.15,96724.04
568313,-0.09,-0.06,-1.01,0.19,0.12,-0.01,30.15,96724.34
568351,-0.08,-0.05,-1.02,0.19,-0.03,-0.12,30.15,96724.34
568387,-0.09,-0.05,-1.02,0.44,0.06,0.08,30.15,96722.52
568423,-0.09,-0.05,-1.02,0.3,-0.03,-0.18,30.15,96722.52
568467,-0.09,-0.06,-1.01,0.32,0.25,-0.06,30.15,96722.38
568504,-0.09,-0.06,-1.02,0.24,-0.24,-0.15,30.15,96725.71
568540,-0.09,-0.05,-1.02,0.35,0.37,-0.06,30.15,96725.71
568578,-0.08,-0.06,-1.02,0.09,0.17,-0.12,30.15,96725.37
568616,-0.08,-0.05,-1.02,0.24,-0.01,-0.19,30.15,96725.37
568654,-0.08,-0.05,-1.02,0.18,0.11,0.02,30.15,96724.04
568694,-0.08,-0.06,-1.02,0.24,-0.08,-0.23,30.15,96721.72
568730,-0.09,-0.05,-1.01,0.15,-0.08,0.14,30.15,96721.72
568774,-0.09,-0.05,-1.02,0.01,-0.08,0.16,30.16,96723.88
568811,-0.09,-0.05,-1.02,0.13,0.23,0.17,30.16,96723.88
568847,-0.09,-0.05,-1.02,-0.08,-0.01,-0.07,30.16,96725.04
568884,-0.08,-0.06,-1.01,0.06,0.11,-0.06,30.16,96725.04
568922,-0.08,-0.06,-1.02,0.1,0.09,0.11,30.16,96722.39
568958,-0.08,-0.05,-1.02,0.22,-0.15,-0.03,30.16,96723.21
568994,-0.08,-0.05,-1.02,-0.04,0.09,0.13,30.16,96723.21
569031,-0.08,-0.05,-1.02,0.16,-0.04,-0.09,30.16,96723.38
569070,-0.09,-0.05,-1.01,-0.01,-0.03,-0.06,30.16,96723.38
569110,-0.09,-0.05,-1.02,0.13,0.05,-0.07,30.16,96725.71
569148,-0.08,-0.05,-1.02,0.27,0.02,-0.3,30.16,96725.71
569184,-0.09,-0.05,-1.02,0.28,0.4,-0.12,30.16,96723.71
569222,-0.08,-0.05,-1.02,0.1,-0.06,-0.15,30.16,96725.05
569259,-0.08,-0.06,-1.02,0.04,-0.12,0.1,30.16,96725.05
569295,-0.09,-0.06,-1.01,-0.01,-0.3,0.07,30.16,96721.55
569332,-0.09,-0.06,-1.01,0.25,0.28,0.11,30.16,96721.55
569369,-0.08,-0.06,-1.02,0.12,-0.27,-0.13,30.16,96722.89
569411,-0.08,-0.05,-1.02,0.12,0.02,-0.24,30.16,96722.89
569448,-0.08,-0.06,-1.02,0.12,-0.03,-0.13,30.16,96722.75
569484,-0.09,-0.05,-1.02,0.25,0.15,-0.16,30.16,96722.75
569521,-0.08,-0.05,-1.02,0.25,-0.14,-0.03,30.16,96722.75
569559,-0.09,-0.05,-1.02,0.27,-0.06,-0.09,30.16,96723.91
569595,-0.09,-0.06,-1.02,0.01,0,-0.01,30.16,96723.91
569631,-0.09,-0.06,-1.02,0.32,0.08,-0.07,30.16,96724.05
569668,-0.08,-0.06,-1.02,0.22,0.02,-0.04,30.16,96724.05
569706,-0.09,-0.05,-1.03,0.21,-0.08,-0.16,30.16,96725.91
569748,-0.09,-0.06,-1.02,0.27,0.15,0.13,30.16,96725.21
569801,-0.09,-0.05,-1.02,0.09,-0.18,-0.06,30.16,96725.21
569841,-0.08,-0.05,-1.02,0.27,-0.09,0,30.16,96723.75
569880,-0.08,-0.06,-1.02,0.06,0.03,-0.21,30.16,96724.91
569916,-0.09,-0.06,-1.02,0.24,0.17,-0.1,30.16,96724.91
569951,-0.08,-0.06,-1.02,0.22,0.06,0.02,30.16,96724.05
569991,-0.09,-0.06,-1.02,0.25,-0.17,-0.18,30.16,96724.05
570030,-0.09,-0.06,-1.02,0.15,-0.18,0.02,30.16,96723.94
570068,-0.09,-0.06,-1.02,0.21,0.03,0.05,30.16,96723.94
570105,-0.09,-0.05,-1.01,0.36,-0.15,-0.07,30.16,96725.28
570143,-0.09,-0.06,-1.02,0.13,-0.08,-0.09,30.16,96724.61
570180,-0.09,-0.05,-1.02,0.21,-0.08,-0.04,30.16,96724.61
570216,-0.09,-0.06,-1.02,-0.01,0.02,0.03,30.16,96724.08
570253,-0.08,-0.05,-1.02,0.07,0.09,-0.16,30.16,96724.08
570292,-0.08,-0.06,-1.01,0.03,0.25,0.05,30.16,96724.08
570328,-0.08,-0.06,-1.02,0.25,0.05,0.08,30.16,96724.08
570363,-0.08,-0.06,-1.02,0.06,0.23,0,30.16,96722.58
570405,-0.08,-0.06,-1.02,0.21,0.15,-0.01,30.16,96721.06
570442,-0.09,-0.06,-1.02,0.27,-0.2,0.02,30.16,96721.06
570479,-0.08,-0.05,-1.02,0.36,0.14,-0.09,30.16,96724.58
570517,-0.09,-0.05,-1.02,0.54,-0.03,-0.21,30.16,96724.58
570554,-0.09,-0.06,-1.02,0.09,0.23,-0.19,30.16,96722.72
570591,-0.09,-0.06,-1.02,0.22,-0.08,0.17,30.16,96722.72
570628,-0.09,-0.05,-1.02,0.22,0.14,-0.06,30.16,96722.58
570664,-0.09,-0.06,-1.02,0.07,0.08,-0.09,30.16,96724.94
570705,-0.09,-0.05,-1.01,-0.07,-0.2,-0.09,30.16,96724.94
570742,-0.08,-0.06,-1.02,0.21,-0.01,-0.07,30.16,96722.72
570780,-0.08,-0.05,-1.01,0.16,-0.01,0.05,30.16,96722.72
570817,-0.09,-0.06,-1.02,0.06,0.26,-0.24,30.16,96722.39
570853,-0.08,-0.05,-1.01,-0.02,0.11,0.05,30.16,96722.39
570890,-0.09,-0.05,-1.02,0.42,0.06,-0.06,30.16,96721.89
570928,-0.09,-0.06,-1.02,0.25,0.08,-0.06,30.16,96723.78
570964,-0.08,-0.05,-1.02,0.21,0.26,0.11,30.16,96723.78
